,estimator,min_score,mean_score,max_score,std_score,parameters
421,RF,0.250,0.625,1.000,0.301,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
400,RF,0.250,0.625,1.000,0.230,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 2, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1094,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 0.5}"
426,RF,0.250,0.625,0.750,0.168,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
1090,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 0.5}"
395,RF,0.000,0.625,1.000,0.358,"{'classification__bootstrap': True, 'classification__max_depth': None, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
73,RF,0.250,0.625,1.000,0.202,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
1122,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 0.5}"
1126,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 0.5}"
1084,SVM,0.250,0.625,1.000,0.202,"{'reduce_dim__n_components': 10, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 0.5}"
432,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
444,RF,0.000,0.625,1.000,0.280,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
490,RF,0.000,0.625,0.750,0.230,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
1062,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 0.5}"
1058,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 0.5}"
458,RF,0.000,0.625,1.000,0.256,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
700,RF,0.250,0.625,1.000,0.256,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
1154,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 1}"
1158,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 1}"
61,RF,0.000,0.625,1.000,0.358,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
468,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
476,RF,0.250,0.625,1.000,0.230,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 10, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
92,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 2, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
1033,SVM,0.000,0.625,1.000,0.301,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 0.1}"
1241,SVM,0.250,0.625,1.000,0.230,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 1}"
1026,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 0.1}"
297,RF,0.250,0.625,1.000,0.202,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
1214,SVM,0.250,0.625,1.000,0.230,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 1}"
1282,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 5}"
1314,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 5}"
844,AB,0.500,0.625,1.000,0.202,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 200}"
29,RF,0.250,0.625,1.000,0.256,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
740,RF,0.250,0.625,1.000,0.230,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
670,RF,0.250,0.625,1.000,0.202,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
666,RF,0.000,0.625,0.750,0.230,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
752,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
814,AB,0.250,0.625,1.000,0.230,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 100}"
272,RF,0.000,0.625,1.000,0.340,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
756,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
1304,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'rbf', 'classification__C': 5}"
644,RF,0.250,0.625,1.000,0.230,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
660,RF,0.250,0.625,1.000,0.256,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
757,RF,0.250,0.625,1.000,0.301,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
26,RF,0.000,0.625,1.000,0.256,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
762,RF,0.000,0.625,1.000,0.256,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
768,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1286,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 5}"
656,RF,0.250,0.625,1.000,0.256,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
772,RF,0.250,0.625,1.000,0.256,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 7, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
260,RF,0.000,0.625,1.000,0.340,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
650,RF,0.250,0.625,0.750,0.168,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
16,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
629,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
724,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
1250,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'linear', 'classification__C': 5}"
717,RF,0.250,0.625,1.000,0.301,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
889,AB,0.250,0.625,1.000,0.256,"{'reduce_dim__n_components': 20, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 100}"
677,RF,0.250,0.625,1.000,0.321,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
10,RF,0.000,0.625,0.750,0.256,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
872,AB,0.250,0.625,1.000,0.230,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 300}"
691,RF,0.250,0.625,1.000,0.301,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
684,RF,0.250,0.625,1.000,0.301,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
1318,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 5}"
892,AB,0.000,0.625,1.000,0.256,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 100}"
284,RF,0.250,0.625,1.000,0.280,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
707,RF,0.000,0.625,1.000,0.340,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1254,SVM,0.250,0.625,0.750,0.168,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'linear', 'classification__C': 5}"
692,RF,0.250,0.600,1.000,0.229,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 7, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
76,RF,0.250,0.600,1.000,0.278,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 10, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
474,RF,0.250,0.600,0.750,0.166,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
473,RF,0.250,0.600,0.750,0.200,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
138,RF,0.250,0.600,0.750,0.200,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
77,RF,0.250,0.600,1.000,0.278,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
702,RF,0.000,0.600,1.000,0.278,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
481,RF,0.000,0.600,1.000,0.339,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 2, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
737,RF,0.250,0.600,1.000,0.278,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
464,RF,0.250,0.600,1.000,0.255,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
681,RF,0.250,0.600,0.750,0.166,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
177,RF,0.250,0.600,1.000,0.278,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
461,RF,0.250,0.600,1.000,0.229,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
460,RF,0.250,0.600,1.000,0.255,"{'classification__bootstrap': False, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
663,RF,0.000,0.600,1.000,0.374,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
