,estimator,min_score,mean_score,max_score,std_score,parameters
131,SVM,0.000,0.675,1.000,0.336,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
515,RF,0.250,0.675,1.000,0.195,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
681,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
704,RF,0.000,0.675,1.000,0.317,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
443,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
103,AB,0.250,0.675,1.000,0.195,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 250}"
698,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
697,RF,0.250,0.675,1.000,0.297,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
442,RF,0.250,0.675,1.000,0.195,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
695,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
694,RF,0.250,0.675,1.000,0.195,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
110,AB,0.250,0.675,1.000,0.195,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 300}"
449,RF,0.250,0.675,1.000,0.297,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
520,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 10, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
87,AB,0.250,0.675,1.000,0.225,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 200}"
523,RF,0.250,0.675,1.000,0.297,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
959,RF,0.250,0.675,1.000,0.195,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
689,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
958,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
437,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
436,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
709,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
682,RF,0.250,0.675,1.000,0.297,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
452,RF,0.000,0.675,1.000,0.275,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
67,AB,0.250,0.675,1.000,0.195,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 100}"
671,RF,0.250,0.675,1.000,0.195,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
659,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
177,SVM,0.000,0.675,1.000,0.336,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
179,SVM,0.000,0.675,1.000,0.336,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
469,RF,0.250,0.675,1.000,0.297,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
969,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 20, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
910,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 30, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
909,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
406,SVM,0.250,0.675,1.000,0.225,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
404,SVM,0.000,0.675,1.000,0.336,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
725,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
639,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 36, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
638,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 30, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
197,SVM,0.250,0.675,1.000,0.354,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
401,SVM,0.000,0.675,1.000,0.336,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
200,SVM,0.000,0.675,1.000,0.372,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
471,RF,0.250,0.675,1.000,0.225,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
729,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
411,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
645,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
414,RF,0.250,0.675,1.000,0.195,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
413,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
658,RF,0.250,0.675,1.000,0.251,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
921,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 20, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
63,AB,0.500,0.675,1.000,0.195,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 100}"
718,RF,0.250,0.675,1.000,0.275,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
421,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
489,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
352,SVM,0.000,0.650,1.000,0.320,"{'classification__gamma': 1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
557,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 20, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
562,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 30, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
354,SVM,0.250,0.650,1.000,0.255,"{'classification__gamma': 1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
519,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
835,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
405,SVM,0.000,0.650,1.000,0.339,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
435,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
532,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 10, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
377,SVM,0.000,0.650,1.000,0.339,"{'classification__gamma': 0.5, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
433,RF,0.250,0.650,1.000,0.300,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
447,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
402,SVM,0.000,0.650,1.000,0.320,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
510,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
474,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 30, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
543,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
400,SVM,0.000,0.650,1.000,0.320,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
530,RF,0.250,0.650,1.000,0.300,"{'reduce_dim__k': 30, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
347,SVM,0.250,0.650,1.000,0.200,"{'classification__gamma': 1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
533,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 20, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
850,RF,0.000,0.650,1.000,0.300,"{'reduce_dim__k': 30, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
522,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
503,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
521,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
513,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
479,RF,0.250,0.650,0.750,0.166,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
815,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
555,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
836,RF,0.000,0.650,1.000,0.300,"{'reduce_dim__k': 10, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
509,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
527,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
821,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
808,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 10, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
424,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
482,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
494,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 30, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
426,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
839,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
531,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
457,RF,0.250,0.650,1.000,0.300,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
364,SVM,0.000,0.650,1.000,0.320,"{'classification__gamma': 0.5, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
496,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 10, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
829,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 20, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
388,SVM,0.000,0.650,1.000,0.320,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
409,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
551,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
827,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
818,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
481,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
553,RF,0.250,0.650,1.000,0.255,"{'reduce_dim__k': 20, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
379,SVM,0.250,0.650,1.000,0.278,"{'classification__gamma': 0.5, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
498,RF,0.250,0.650,1.000,0.278,"{'reduce_dim__k': 30, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
846,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 30, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
358,SVM,0.250,0.650,1.000,0.278,"{'classification__gamma': 1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
453,RF,0.250,0.650,1.000,0.200,"{'reduce_dim__k': 20, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
431,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
475,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
1007,RF,0.250,0.650,1.000,0.229,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
